cod_imovel;municipio;cod_estado;num_area;mod_fiscal;ind_status;geometry
SP-3515186-003B7EFC8BC24187AAE7090F33757038;Espírito Santo do Pinhal;SP;9.8355;0.4471;AT;MULTIPOLYGON (((-46.7606103420348 -22.2516203626337, -46.7601865530105 -22.2511511760836, -46.7601168155761 -22.2510394647686, -46.7598351836193 -22.2505653113063, -46.7597413063038 -22.2504411870981, -46.7596554756153 -22.250294720391, -46.7596098780621 -22.2500861909525, -46.7596125602711 -22.249907451598, -46.7595133185375 -22.2498379417285, -46.7593899368818 -22.2497709143375, -46.7592960596073 -22.249706369381, -46.7591995000828 -22.2496145169142, -46.759062707423 -22.2494531543267, -46.7589366435993 -22.2493116515969, -46.7588374018658 -22.2491353936108, -46.7587488889683 -22.2488424573122, -46.758657693872 -22.2486190309098, -46.7586094140715 -22.2485160063811, -46.7585289478393 -22.2484527021344, -46.758477985868 -22.2483856740646, -46.7582607269378 -22.2479363368408, -46.7578020691963 -22.247387696711, -46.7579469084831 -22.2472461919134, -46.758295595655 -22.2469309086433, -46.7586617171855 -22.2466056945456, -46.7590010166259 -22.2463251657479, -46.7593027651311 -22.2461588344001, -46.7594274878503 -22.2462928926389, -46.7595267295839 -22.2464766018689, -46.7596018314363 -22.2466702410667, -46.7599236965181 -22.2471990236284, -46.7602589726437 -22.2476880836735, -46.7604869604099 -22.248023225352, -46.7607283592315 -22.2485693805498, -46.7609804868789 -22.2492930328061, -46.761181652555 -22.2501283936057, -46.7612084746452 -22.2502500356024, -46.7612299323173 -22.2503555413304, -46.7612057924362 -22.2505479339238, -46.761170923719 -22.2509153409807, -46.7611414194198 -22.2512653694772, -46.7611253261657 -22.251272816889, -46.7606103420348 -22.2516203626337)))
SP-3515186-006E2841220F4FD4BDADA5742755ACB5;Espírito Santo do Pinhal;SP;22.7271;1.033;AT;MULTIPOLYGON (((-46.6820454597473 -22.1831082957095, -46.6817182302475 -22.1830834589363, -46.6810423135757 -22.1829940465163, -46.6803073883057 -22.1829096014009, -46.6799801588058 -22.182874829868, -46.6799479722976 -22.1825221466909, -46.6798406839371 -22.1818714190692, -46.6797977685928 -22.1815485378331, -46.6796958446503 -22.17926351096, -46.6784191131592 -22.1790350062292, -46.6780489683151 -22.1798645759777, -46.6780489683151 -22.1798496735703, -46.6773784160614 -22.1796360722242, -46.6786336898804 -22.1761637629522, -46.6790950298309 -22.1762084713419, -46.6793310642242 -22.1754235886541, -46.6793525218964 -22.175249721643, -46.6795349121094 -22.1750907573304, -46.6797548532486 -22.1751056602423, -46.6799479722977 -22.1751851424127, -46.6801410913467 -22.175443459156, -46.6804200410843 -22.1756123583084, -46.6811710596085 -22.1760296376973, -46.6811442375183 -22.1762184065378, -46.6810262203217 -22.1765810407041, -46.6808599233627 -22.1770181874967, -46.680902838707 -22.1772466955063, -46.6809242963792 -22.1774354627123, -46.6810047626495 -22.1776192621166, -46.6812139749527 -22.177817963905, -46.6815197467804 -22.1783345872401, -46.6816699504852 -22.1784985154015, -46.6818657511704 -22.1788884645797, -46.6820937395096 -22.1792585434697, -46.6820991039276 -22.1793727956999, -46.6820508241789 -22.1795143688763, -46.6820400953293 -22.1797056168842, -46.6820347309113 -22.1802172658243, -46.6820776462556 -22.180505378, -46.6820079088211 -22.1810021217434, -46.6819703579089 -22.1811809489414, -46.681986451149 -22.1813697109831, -46.6820937395096 -22.1819061908504, -46.6820937395096 -22.1822688103415, -46.6820454597473 -22.1831082957095)))
SP-3515186-00F3FF6572F94E1BA0B3465BBDCD2E95;Espírito Santo do Pinhal;SP;163.6315;7.4378;AT;MULTIPOLYGON (((-46.8013393878937 -22.1303898208643, -46.7970049381256 -22.125937333227, -46.7929065227509 -22.1205901867107, -46.7910933494568 -22.1182644128407, -46.7888402938843 -22.1154217482243, -46.7891621589661 -22.1142936119396, -46.789510846138 -22.1139208777032, -46.7899078130722 -22.1134089877461, -46.7901438474655 -22.1130213416877, -46.7903369665146 -22.1127132120094, -46.7903530597687 -22.1124100515074, -46.7903101444244 -22.1122510162294, -46.7904710769653 -22.1121963478111, -46.7906253038067 -22.1123603529876, -46.790766119957 -22.1125218730799, -46.791130900383 -22.1128225484239, -46.7913508415222 -22.1129467942466, -46.791672706604 -22.1129120054273, -46.7919892072678 -22.1128126087534, -46.7924559116364 -22.1126933326522, -46.7927670478821 -22.1125790262938, -46.7929816246033 -22.1124199912064, -46.7932283878326 -22.1121714985231, -46.7945319414139 -22.112961703738, -46.7947089672089 -22.1130511606531, -46.7948967218399 -22.1130958890894, -46.7952454090118 -22.1131356476875, -46.7953580617905 -22.1131704364517, -46.7954760789871 -22.1132400139542, -46.7955297231674 -22.1134089877461, -46.7957335706271 -22.1136773574283, -46.7960125207901 -22.1139059683132, -46.7964792251587 -22.1141793068785, -46.7967903614044 -22.114407916908, -46.7969620227814 -22.1146067079367, -46.7970210313381 -22.1147533160802, -46.7970585823059 -22.1148899846684, -46.7971122264114 -22.1151558664217, -46.7971605062484 -22.1154714456504, -46.7972034215927 -22.1158938730651, -46.7973589891443 -22.1171959333032, -46.7974072694778 -22.1174742373443, -46.7976486682892 -22.1189452523263, -46.798329949379 -22.118716649654, -46.799241900444 -22.1183439271108, -46.8001484870911 -22.1179612642745, -46.8006044626236 -22.1176929027048, -46.8011677265167 -22.1174543586584, -46.8032544851303 -22.1165498754824, -46.8059796094894 -22.123084884401, -46.8036353588104 -22.1270256216567, -46.8013393878937 -22.1303898208643)))
SP-3515186-01563B101D944A0696E16A4442F198F9;Espírito Santo do Pinhal;SP;35.2028;1.6001;AT;MULTIPOLYGON (((-46.8156623840332 -22.1238700590004, -46.8179368972778 -22.1205305519627, -46.8176364898682 -22.119039675061, -46.8174648284912 -22.1181252627601, -46.8174433708191 -22.1165946028088, -46.8171000480652 -22.1160578739555, -46.8167996406555 -22.1159386005995, -46.8160915374756 -22.1159584794992, -46.8157482147217 -22.1161373894701, -46.8154048919678 -22.1162367838003, -46.8152976036072 -22.1168530270835, -46.8151259422302 -22.1173301168077, -46.8147397041321 -22.1177078116943, -46.8141603469849 -22.1183638056713, -46.8134951591492 -22.1190595535234, -46.8125510215759 -22.1196360277138, -46.8119072914124 -22.1195366357802, -46.8104267120361 -22.1209877510532, -46.8111991882324 -22.121405192406, -46.8119931221008 -22.1219816570036, -46.8130016326904 -22.1225581192434, -46.8134522438049 -22.1228761663666, -46.8140745162964 -22.1230550675579, -46.8144607543945 -22.1232538463931, -46.8156623840332 -22.1238700590004)))
SP-3515186-0185AE22A3A740E49461A82BFC1B2D6C;Espírito Santo do Pinhal;SP;22.0681;1.0031;AT;MULTIPOLYGON (((-46.7711108922958 -22.2739151202168, -46.7693352650242 -22.2735825311508, -46.7676347494126 -22.2731853900415, -46.7665082216263 -22.2728527906715, -46.7659503221512 -22.2722620525274, -46.7655265331269 -22.2718748446594, -46.7652475834733 -22.271859952232, -46.7648237943648 -22.2719493077941, -46.7645984888077 -22.2717408109169, -46.7646199463039 -22.271517420948, -46.7643624544144 -22.2713238162302, -46.7637938255516 -22.2707429998671, -46.763756275177 -22.2705791797697, -46.7634129524232 -22.2701472888067, -46.7631608247757 -22.2697650393709, -46.762678027153 -22.2692686099733, -46.7616373300552 -22.2686679280472, -46.7613047353421 -22.2685016234408, -46.7609506836999 -22.2683651040913, -46.7608970403671 -22.2680573148512, -46.7608755828473 -22.2677346311298, -46.7609828710556 -22.2670644421769, -46.7610633373259 -22.2662602101463, -46.7618197202682 -22.2659623452583, -46.7620235681534 -22.2660864557054, -46.7627048489708 -22.2663470882592, -46.7631608247757 -22.2662204948645, -46.7630964517593 -22.266508430402, -46.7631822824478 -22.2677594537886, -46.7632681131363 -22.2681963164634, -46.7634290456773 -22.2680424218131, -46.7641800623871 -22.2681243333393, -46.7645582537976 -22.2680281492314, -46.7649471746599 -22.2683489690431, -46.7643624544144 -22.2690005373662, -46.7651242017746 -22.2696458964761, -46.7652958631516 -22.2704004664295, -46.7654138801997 -22.2706288219643, -46.7654782533646 -22.2709465342522, -46.7656606434205 -22.2710557478076, -46.7660146951675 -22.2711947461944, -46.7662829157959 -22.2713287805002, -46.766454577446 -22.2715422421735, -46.7665833233897 -22.2717110255021, -46.7665833234787 -22.2719294509621, -46.7670339345932 -22.2723265870679, -46.7674952745438 -22.272296801899, -46.7677474021912 -22.2721429117591, -46.7681819200516 -22.2717805246318, -46.7685574293137 -22.271393315431, -46.7692601657305 -22.2718649172827, -46.7700165510178 -22.2722620525274, -46.7713898420334 -22.2729620024921, -46.7714971303616 -22.2730414292005, -46.771497130394 -22.273130784229, -46.7711108922958 -22.2739151202168)))
SP-3515186-0187045615944C7F9518A5EAF8511F6F;Espírito Santo do Pinhal;SP;2.3383;0.1063;AT;MULTIPOLYGON (((-46.8931889533997 -22.2001403207191, -46.8933176994324 -22.2013522029508, -46.8963003158569 -22.2005376603084, -46.8961715698242 -22.2004780594417, -46.8950986862183 -22.2002793897033, -46.8946480751038 -22.2002595227139, -46.8942189216614 -22.2001999217292, -46.8931889533997 -22.2001403207191)))
SP-3515186-025B4592D53F42D3BCF4605C5B73E069;Espírito Santo do Pinhal;SP;2.7733;0.1261;AT;MULTIPOLYGON (((-46.7919141054153 -22.2335824425696, -46.7918229103088 -22.2327829838429, -46.7922896146774 -22.2327035342793, -46.791844367981 -22.2315316479863, -46.7927348613739 -22.2313230909241, -46.7935127019882 -22.2332348523791, -46.7935341596603 -22.2333192672189, -46.7919141054153 -22.2335824425696)))
SP-3515186-02CA9D70C896421F9B79C5350F4FB445;Espírito Santo do Pinhal;SP;5.7569;0.2617;AT;MULTIPOLYGON (((-46.7826973542136 -22.1436446907669, -46.7830373369433 -22.1439214502989, -46.7830495830713 -22.1442254243739, -46.7830803998389 -22.1444439344441, -46.7831405948487 -22.1448502674995, -46.7832965793958 -22.1453998097416, -46.7835380468932 -22.1462519476955, -46.7832996634165 -22.1462444304652, -46.7831194200855 -22.146359946828, -46.782865408172 -22.146509613569, -46.782443422367 -22.1465738224928, -46.7821618433886 -22.1466863083736, -46.7817271949784 -22.1448831283609, -46.7813694004061 -22.1435540979796, -46.7810580516797 -22.1422480272631, -46.7815037371436 -22.1426095726781, -46.781764398974 -22.1428403235541, -46.7820392789805 -22.1430839886083, -46.7823854758856 -22.1433731263401, -46.7826973542136 -22.1436446907669)))
SP-3515186-0447C5B64CB9408286E34D1C4B3572D5;Espírito Santo do Pinhal;SP;12.0972;0.5499;PE;MULTIPOLYGON (((-46.793255507955 -22.1688901809328, -46.7906510829199 -22.1669725752033, -46.7903077601659 -22.1667241787823, -46.7900931834447 -22.1666273040518, -46.7898598312604 -22.1665353971945, -46.7896774410474 -22.1664111986433, -46.7895352839696 -22.1662745801102, -46.7894521354901 -22.1661404453835, -46.7894038557279 -22.1659690508728, -46.7893877624738 -22.1658498197855, -46.7896559833753 -22.1651244950846, -46.7939636111248 -22.1656138412182, -46.7939823865879 -22.1656486170966, -46.7942184209915 -22.1673551048626, -46.7941983071301 -22.1674892368359, -46.793255507955 -22.1688901809328)))
SP-3515186-0467A190DF514BE697850D705C0A49CB;Espírito Santo do Pinhal;SP;9.7694;0.444;AT;MULTIPOLYGON (((-46.704318523407 -22.2120798844829, -46.7041254043579 -22.2126957079783, -46.7072582244873 -22.2137088310736, -46.7077732086182 -22.2123579986542, -46.7083525657654 -22.210649574323, -46.7080736160278 -22.2105105156132, -46.7079448699951 -22.2104509189811, -46.7078161239624 -22.2104111878789, -46.7075371742249 -22.2102721289329, -46.7072796821594 -22.210291994505, -46.7070436477661 -22.2101529354409, -46.7067861557007 -22.210133069849, -46.7063140869141 -22.2099940106273, -46.7057776451111 -22.2110667496257, -46.7056059837341 -22.2113051349561, -46.7054128646851 -22.2117819044019, -46.7051553726196 -22.212040153842, -46.7048120498657 -22.2119010965102, -46.7044043540955 -22.2118216351159, -46.704318523407 -22.2120798844829)))
SP-3515186-046E9392446C46F8ACDE357DEF0D62C8;Espírito Santo do Pinhal;SP;6.5019;0.2955;AT;MULTIPOLYGON (((-46.6892566798796 -22.1938814394226, -46.6888811706175 -22.193777132945, -46.6868963359465 -22.1936430245028, -46.6865959285368 -22.1935734867416, -46.686638843881 -22.1933201703204, -46.6866710303892 -22.1931165234544, -46.6866817592253 -22.1929029422777, -46.6867729543318 -22.191874767882, -46.6869714377989 -22.1916860200738, -46.6873952268232 -22.1914327002483, -46.6879531262983 -22.1915419755232, -46.6885593055357 -22.1917158223761, -46.6890742896666 -22.1918350315224, -46.6893746970762 -22.1919989439332, -46.6896643756498 -22.1921976253869, -46.6892566798796 -22.1938814394226)))
SP-3515186-047867D538F04DB69C9F9EAC82D621DD;Espírito Santo do Pinhal;SP;13.7965;0.6265;AT;MULTIPOLYGON (((-46.6741820549527 -22.1931469740613, -46.6739674782315 -22.1927868661536, -46.6738011812726 -22.1925111967176, -46.6735302781621 -22.1921734388331, -46.6734310364286 -22.192044295898, -46.6733586167852 -22.1919648232634, -46.6733022903887 -22.1918803835208, -46.6732352351705 -22.1918009108128, -46.6731923198262 -22.1917015698405, -46.6731333112279 -22.1915028876851, -46.6730206584493 -22.1913489088213, -46.6728543614904 -22.1911253908156, -46.672784624056 -22.191001213992, -46.6733478879491 -22.1909565103086, -46.6741632794896 -22.1915078547424, -46.6743081187764 -22.1915525582503, -46.6751610612432 -22.1903654269354, -46.6753810023824 -22.1901220389411, -46.6755043839971 -22.1898240122513, -46.6757672404805 -22.1894539615648, -46.6758691644231 -22.189359586066, -46.6761320209066 -22.1892900461841, -46.6781544065038 -22.1887535945099, -46.6786452507535 -22.1886492842243, -46.6790207600156 -22.1892403748189, -46.6793989514867 -22.1894365766093, -46.6796108459989 -22.1896203603163, -46.6798012828389 -22.1898016602241, -46.6798897957364 -22.189975509231, -46.6799568509618 -22.1901890948592, -46.6790368532697 -22.1905939132401, -46.6786157464543 -22.1908248827139, -46.6779827451268 -22.1908149485508, -46.6777520751515 -22.190805014387, -46.6775106763402 -22.1907603106412, -46.6772424554387 -22.1908174320917, -46.6771861290494 -22.1908348168763, -46.6760166859189 -22.1916941192647, -46.675681409792 -22.1919822079061, -46.6756009435216 -22.1922380102562, -46.6755258416692 -22.1923671530132, -46.6754131888906 -22.1925211307607, -46.6752844428578 -22.1925857020239, -46.6750805949727 -22.1927446465453, -46.6747426366368 -22.1929135249023, -46.6745092844525 -22.1930600515474, -46.6741820549527 -22.1931469740613)))
SP-3515186-049A8703E0CA4361920670DCF57D9ABE;Espírito Santo do Pinhal;SP;731.8571;33.1373;AT;MULTIPOLYGON (((-46.7812067270279 -22.2744431066731, -46.7799621820449 -22.2739466938755, -46.7786854505539 -22.2734552434706, -46.7782777547836 -22.2732318563521, -46.776539683342 -22.2719014545694, -46.772392988205 -22.2689775047006, -46.7730581760406 -22.268813682272, -46.7733478546143 -22.2686349666766, -46.7737609148026 -22.2681832123483, -46.7738574743271 -22.267949888113, -46.7738950252533 -22.2676420981011, -46.7739164829254 -22.2672548774471, -46.774023771286 -22.2668577269453, -46.7741471529007 -22.2666839732463, -46.7743563652039 -22.2664903617275, -46.7745012044907 -22.2662073905644, -46.7746943235397 -22.2660733513927, -46.7748230695724 -22.2660584581435, -46.7749625444412 -22.265904561142, -46.7749947309494 -22.2656662686767, -46.7749518156052 -22.2652840069994, -46.7747211456299 -22.2646435922391, -46.774383187294 -22.2642662922487, -46.7742651700974 -22.2640826063589, -46.7738842964172 -22.263819488313, -46.7736965417862 -22.2636755178521, -46.7735356092453 -22.2634223280616, -46.7734390497208 -22.2633329668497, -46.7731440067291 -22.2630450247788, -46.7729240655899 -22.2627372239789, -46.7727792263031 -22.2627223303747, -46.7725485563278 -22.2625733942449, -46.7725217342377 -22.2623897061333, -46.7725485563278 -22.2621315494608, -46.7726773023605 -22.2617939592475, -46.7725914716721 -22.261654951276, -46.7722964286804 -22.2613918286662, -46.7720228433609 -22.2611336701532, -46.7717063426971 -22.2607960775332, -46.771674156189 -22.2603244394213, -46.7718189954758 -22.2599719509526, -46.7718350887299 -22.2597038605371, -46.7718404531479 -22.259207395449, -46.7719423770905 -22.2588002927628, -46.7665082216263 -22.2579662250253, -46.7659664154053 -22.2584080829576, -46.7656767368317 -22.2589690915812, -46.7652636766434 -22.2594308049565, -46.7649149894714 -22.2604187671708, -46.7643409967422 -22.2618882860067, -46.7643302679062 -22.2627769402492, -46.7644375562668 -22.2630301312073, -46.7646735906601 -22.2632237475132, -46.7649096250534 -22.2633031797664, -46.7649739980698 -22.2635067247093, -46.765188574791 -22.2637003403559, -46.7653656005859 -22.264196789508, -46.7652207612991 -22.2644201910518, -46.7652261257172 -22.2646733790371, -46.7649847269058 -22.265001033397, -46.7639869451523 -22.2646634501052, -46.763756275177 -22.2648123840107, -46.7636758089066 -22.2648620286107, -46.7634612321854 -22.2649911044882, -46.7633056640625 -22.2650854290927, -46.7631876468658 -22.2651648602892, -46.7630106210709 -22.2652939358874, -46.7627745866776 -22.2654379046834, -46.7624688148499 -22.265606695497, -46.7618519067764 -22.2659442765134, -46.7611062526703 -22.2662917855326, -46.759244799614 -22.2653981891682, -46.7559242248535 -22.2642563632879, -46.7560636997223 -22.2640180680162, -46.7569917440414 -22.2624343870475, -46.7574048042297 -22.2615655889357, -46.7575496435165 -22.2612379265331, -46.7583972215652 -22.2617741009743, -46.7599529027939 -22.2602350762315, -46.7607897520065 -22.2593960523899, -46.761599779129 -22.2585520588365, -46.7621201276779 -22.2581350248494, -46.763579249382 -22.2590088089207, -46.763756275177 -22.2589591622446, -46.7637240886688 -22.2588747628548, -46.7638903856277 -22.2583286479265, -46.7642122507095 -22.2578272132526, -46.7647969722748 -22.2570278928808, -46.7650490999222 -22.2565761010867, -46.7652475833893 -22.2563328279783, -46.7655748128891 -22.2562682860622, -46.7654514312744 -22.2558363509352, -46.7653267082225 -22.2555719760239, -46.765201985836 -22.2551934105483, -46.7654353380203 -22.2550072303483, -46.7657518386841 -22.2548582860101, -46.766103208065 -22.2544263465332, -46.7659683761225 -22.2543448623411, -46.7659422755241 -22.2543282911216, -46.7659087479113 -22.2543084317894, -46.7658932742701 -22.2542989376365, -46.7658323049545 -22.2542414065223, -46.7657746374607 -22.2541818284802, -46.7657035589218 -22.2541135619424, -46.7656445503235 -22.2539894408793, -46.765553355217 -22.2538802142528, -46.7660468816757 -22.2531305201079, -46.7653870582581 -22.2528673814763, -46.764829158783 -22.2526290668172, -46.7648506164551 -22.2523013834986, -46.7649042606354 -22.2519736994132, -46.7649686336517 -22.2512041352887, -46.7654567956733 -22.2507349464553, -46.7649579048157 -22.250206178094, -46.7646038532257 -22.2498189092077, -46.7643946409225 -22.2494663942904, -46.7643356323242 -22.2490791233584, -46.7643731832504 -22.2487464667028, -46.7644643783569 -22.248388984043, -46.7644643783569 -22.2480960461833, -46.7642605304718 -22.2477981426467, -46.7640352249146 -22.24761443515, -46.7636489868164 -22.2472619146842, -46.7631930112839 -22.2468895329469, -46.762672662735 -22.246785265883, -46.7621523141861 -22.2467405799747, -46.7623347043991 -22.2465171502195, -46.7634719610214 -22.2451467732583, -46.7638581991196 -22.2448687241229, -46.7641800642014 -22.2448339679422, -46.7643463611603 -22.244774385898, -46.7644000053406 -22.2445906744357, -46.7646360397339 -22.2443175893842, -46.7650651931763 -22.243979956221, -46.7655694484711 -22.2434337832047, -46.7665457725525 -22.2442381463602, -46.7669695615768 -22.2442431115505, -46.7676937580109 -22.244352345693, -46.7683696746826 -22.244481440479, -46.768804192543 -22.2446800476096, -46.7693567276001 -22.2449878881057, -46.7696464061737 -22.2452013899879, -46.7694211006165 -22.2440494689976, -46.7693942785263 -22.24359267012, -46.7694962024689 -22.2433146179, -46.7697107791901 -22.2430911826805, -46.7700111865997 -22.2426889983874, -46.7701506614685 -22.2423563265564, -46.7701935768127 -22.2421328898085, -46.7703545093536 -22.2417555291587, -46.7697912454605 -22.2394913439159, -46.7684072256088 -22.2392877640641, -46.7676454782486 -22.239163629863, -46.7669641971588 -22.2390196340519, -46.765016913414 -22.2386422650173, -46.7632412910461 -22.2369689190279, -46.76214158535 -22.2363085128863, -46.7617875337601 -22.2360503081351, -46.7618680000305 -22.2356183106606, -46.7617499828339 -22.2353700356474, -46.7614763975143 -22.2353154150855, -46.7609506845474 -22.2353898976647, -46.7604357004166 -22.2351018981392, -46.7603766918182 -22.2348585877341, -46.7603981494904 -22.2346798288, -46.7605966329575 -22.2345308628474, -46.7608273029327 -22.2343322413309, -46.7612832784654 -22.2339498941194, -46.7615514993668 -22.233890307447, -46.7620128393173 -22.2338058929511, -46.7628121376038 -22.2336320982407, -46.7633754014969 -22.2333887852841, -46.7636919021606 -22.2333887852841, -46.7635899782181 -22.235305484072, -46.7636597156525 -22.2353303116045, -46.7666047811508 -22.2354842422081, -46.7668837308884 -22.2354296216907, -46.7694452517464 -22.2348486750348, -46.7719638347626 -22.2341882405555, -46.7728489637375 -22.2337810651486, -46.7739593982697 -22.2342329304672, -46.775472164154 -22.2348089324975, -46.7754989862442 -22.2347692082956, -46.7765557765961 -22.2325297382021, -46.7771458625793 -22.233478165603, -46.7776125669479 -22.2339796874461, -46.7789322137833 -22.2346053458435, -46.7793184518814 -22.2345954147796, -46.7798495292664 -22.2346003803116, -46.7805308103561 -22.2347692082956, -46.7807561159134 -22.2351167946809, -46.7808419466019 -22.2355438282028, -46.781051158905 -22.2358963781532, -46.7815715074539 -22.2363929258749, -46.7819201946259 -22.2367454736893, -46.7823708057404 -22.2374555320882, -46.7816412448883 -22.239461551761, -46.7813086509706 -22.2405042734158, -46.7817431688309 -22.241224243363, -46.7808151245117 -22.2426592069123, -46.7805469036102 -22.2464128828785, -46.7815339565277 -22.2467107893613, -46.7830789089203 -22.2470583461238, -46.7834651470184 -22.2471874384159, -46.785192489624 -22.2480017101319, -46.7866516113281 -22.2499380689791, -46.7866623401642 -22.250484216634, -46.7858469486237 -22.253135484983, -46.7850530147552 -22.2552157521557, -46.7846775054932 -22.2558065622567, -46.784098148346 -22.2570179634064, -46.7837655544281 -22.2580804131639, -46.7837977409363 -22.2584974473137, -46.7868340015411 -22.2605925286482, -46.7871987819672 -22.260711679251, -46.7874401807785 -22.2609450155541, -46.7879337072372 -22.2613471474192, -46.7888188362122 -22.2635216182301, -46.7880356311798 -22.264117357762, -46.785900592804 -22.2656265532264, -46.785364151001 -22.2660137783863, -46.7836153507233 -22.2671158748997, -46.7832988500596 -22.2673839511176, -46.7827999591827 -22.2686448953268, -46.7824673652649 -22.2701838275862, -46.7825746536255 -22.2703526126749, -46.7832827568054 -22.2715489952607, -46.7831701040268 -22.2723730536638, -46.7830038070679 -22.2727453676154, -46.7826980352402 -22.2731425014049, -46.7823278903961 -22.2734105660755, -46.7816787958145 -22.2741254026856, -46.7812067270279 -22.2744431066731)))
SP-3515186-04C7B10EEDB740C09E04528233280052;Espírito Santo do Pinhal;SP;67.9576;3.089;AT;MULTIPOLYGON (((-46.7337322233652 -22.2667518203584, -46.7336034773325 -22.2661809141052, -46.7334532736277 -22.2653915703186, -46.7334210871195 -22.265044059064, -46.7374718186329 -22.2614232706126, -46.7376112935017 -22.2606388646018, -46.7389094826649 -22.2582558320377, -46.7389523980091 -22.2581466087396, -46.7394566533039 -22.2582955495796, -46.7398858054366 -22.2584643502187, -46.7401218398301 -22.2584345620994, -46.7403900607314 -22.2583948445969, -46.7426645739761 -22.2580870335713, -46.7430722697463 -22.2558231123314, -46.7436194403854 -22.2552670559005, -46.744992731401 -22.2545719822564, -46.747696398088 -22.2532414030844, -46.7482006546925 -22.2537180299128, -46.7485761639546 -22.2539662724101, -46.7498743531178 -22.2544230368491, -46.7498528954457 -22.254850011522, -46.7496168610523 -22.2552471960954, -46.7491769787739 -22.2554557175453, -46.7485010621022 -22.2554755767148, -46.7481899258564 -22.255545083786, -46.747932433791 -22.2557734639195, -46.7476320263813 -22.256468531599, -46.7483723160694 -22.2564486725703, -46.7487263676594 -22.2566969102262, -46.7489838597248 -22.2571437368977, -46.7490589615772 -22.2574217616624, -46.7469561097096 -22.2576302798736, -46.7458939549397 -22.2580473147583, -46.7446279529395 -22.2593679189494, -46.7444455627265 -22.2595764342618, -46.7442679407031 -22.2596674529552, -46.7432218791873 -22.2597419231919, -46.7431896923517 -22.2609383964939, -46.7425781486963 -22.2612213783106, -46.7409366367792 -22.2618419504668, -46.7404431103205 -22.2620107456173, -46.7396223543619 -22.2622242215456, -46.7395955322718 -22.2623185480148, -46.7394345997309 -22.2624327326031, -46.7390322683786 -22.2626164206582, -46.7386835812067 -22.2637036504268, -46.7385333775019 -22.2640561294977, -46.7384529112314 -22.2644681813706, -46.7385333775019 -22.264860374195, -46.738737225387 -22.265188028117, -46.7383885382151 -22.2654064636388, -46.7379647491907 -22.2656149699552, -46.7337322233652 -22.2667518203584)))
